question,answer,image_id
what is on the right side of the lamp,flower_pot,image1231
what is behind the chair,lamp,image1232
what is on the left side of the lamp,door,image1232
what is in between the chairs,television,image1232
what is on the left side of the sofa,table,image1233
what is on the table,lamp,image1233
what is on the left side of the lamp,picture,image1233
what is on the right side of the picture on the wall,mirror,image1233
what is on the left side of the sofa,curtain,image1234
what is on the left side of the curtains,blinds,image1234
what is above the sofa,picture,image1234
what is in the shelf,show_piece,image1235
what is on the door,decorative_plate,image1235
what is in front of the lamp,picture,image1235
what is on the left side of the sofa,decorative_item,image1236
what is on the left side of the decorative item,door,image1236
what is on the door,door_knob,image1236
what is on the bed,pillow,image1237
what is on the left side of the bed,table,image1237
what is on the table,book,image1237
what is in between the table and chair,briefcase,image1237
what is in front of the sofa,table,image1238
what is on the table,"ashtray, bowl",image1238
what is in between the chairs,table,image1238
what is on the table,book,image1238
what is on the left side of the blue chair,fireplace,image1238
what is the colour of the table amidst the brown chairs,"white, black",image1239
what is on the sofa,"clothes, pillow",image1239
what is in front of the fireplace,decorative_item,image1240
what is on the right side of the fire place,flower_pot,image1240
what is on the right side of the flower pot,bookshelf,image1240
what is the colour of the chairs,blue,image1240
what is on the left side of the sofa,dog,image1241
what is on the sofa,clothes,image1241
what is on the right side of the chairs and table,blinds,image1241
what is on the left side of the wooden pillar,mirror,image1241
what is in the shelf,television,image1242
what is on the right side of the shelf,books,image1242
what is the colour of the cloth in front of the table,"red, yellow",image1242
what is behind the red cloth,clothes,image1243
what is behind the clothes,dog,image1243
what is on the right side of the dog,pillow,image1243
what is in front of the sofa,table,image1243
what is the colour of the table,"green, brown",image1244
what is behind the table,sofa,image1244
what is in front of the sofa,television,image1244
what is above the television,picture,image1244
what is on the right side of the picture,show_piece,image1244
what is behind the wall,stairs,image1245
what is in between the chair and sofa,lamp,image1245
what is on the right side of the sofa,table,image1245
what is on the table,"plant, books, container",image1245
what is on the left side of the stairs,door,image1245
what is behind the books on the table,decorative_plate,image1246
what is the colour of the vase in between the chair and sofa,red,image1246
how many lamp domes are there,3,image1246
what is in front of the wall,table,image1247
what is on the table,decorative_item,image1247
what is on the let side of the picture,bookshelf,image1247
what is on the left side of the bookshelf,show_piece,image1247
how many decorative items are there on the wall,2,image1248
how many chairs are there around the table,2,image1248
what is there in front of the sofa,table,image1248
what is on the table,book,image1248
how many pillows are there on the sofa,5,image1248
what is the colour of the table,white,image1249
what is behind the table,door,image1249
how many chairs are there,3,image1249
how many sofas are there,2,image1250
what is in on the table in between the sofas,lamp,image1250
what is behind the table,lamp,image1250
what is in front of the bookshelf,television,image1251
how many drawers are there,4,image1251
what is the colour of the sofa,gray,image1251
what is on the table,"book, picture",image1251
what is on the right side of the bookshelf,door,image1251
what is on the desk behind the sofa,"flower, vase",image1252
what is on the wall,picture,image1252
what is on the sofa,paper,image1252
what is in front of the sofa,table,image1252
what is on the table,"book, picture",image1252
what is behind the sofa,bookshelf,image1253
what are the colours of the furnitures,"brown, gray",image1253
what is on the ceiling,light,image1254
what is on the wall,picture,image1254
what is beneath the pictures,piano,image1254
what is beneath the piano,piano_bench,image1254
what is on the left side of the piano bench,table,image1254
how many blue pictures are there,2,image1255
what is the colour of the chairs,black,image1255
what is behind the sofa,blinds,image1255
how many sofas are there,2,image1255
what is on the ceiling,light,image1256
what is on the wall,"framed_certificate, picture",image1256
how many show piece shelves are there,4,image1257
what is in front of the show piece shelf,sofa,image1257
what is on the right side of the sofa,chair,image1257
what is behind the lamp,window,image1258
what is in front of the person,table,image1258
what is on the table,book,image1258
what is on the table,"book, paper, bottle",image1259
what is on the left side of the fireplace,door,image1259
what is above the fireplace,picture,image1259
how many doors of the cupboard are open,2,image1260
what is above the opened doors,television,image1260
how many striped chairs are there,2,image1260
how many pictures are visible,9,image1260
what is on the left side of the chairs,window,image1261
what is the largest object on the desk,monitor,image1262
what is on the lef side of the monitor,printer,image1262
how many drawers are open,1,image1262
what is on the right side of the drawers,television,image1262
what is on the television,dvd_player,image1262
how many pictures are there on the wall,5,image1263
what is on the sofa,clothes,image1263
what is behind the purple chair,remote_control,image1263
what is on the blue chair,clothes,image1264
what is behind the chair,blinds,image1264
how many frames are there,2,image1264
what is beneath the picture,chair,image1265
what is on the table,"ornamental_plant, decorative_plate, books",image1266
what is on the right side of the sofa,laundry_basket,image1266
what is above the sofa,picture,image1266
what is on the left side of the sofa,table,image1266
what is on the table,"lamp, picture",image1266
what is in front of the sofa,shoe,image1267
what is on the left side of the sofa,curtain,image1267
what is above the sofa,picture,image1267
what is on the sofa,pillow,image1267
what is on the wall,picture,image1268
what is on the right side of the picture,window,image1268
what is beneath the picture,decorative_item,image1268
what is on the table,television,image1268
what is the colour of the chair,"yellow, red",image1269
what is above the chair,picture,image1269
what is on the left side of the chair,blinds,image1269
what is on the left side of the blinds,lamp,image1269
what is above the table,mirror,image1270
what is on the left side of the table,ornamental_plant,image1270
what is on the left side of the ornamental plant,chair,image1270
what is the colour of the carpet,"black, white",image1271
what is on the table,"tissue_box, book",image1271
what is beneath the picture,sofa,image1271
what is on the right side of the sofa,mirror,image1271
how many sofas are there,3,image1272
what is on the right side of the sofa,lamp,image1272
what is on the left side of the mirror,picture,image1272
what is beneath the switch board,ornamental_plant,image1273
what is on the left to the table,tissue_box,image1274
what is on the left side of the tissue box,decorative_item,image1274
what is in between the sofas,mirror,image1274
what is above the sofa,picture,image1274
what is in front of the sofa,table,image1275
what is on the sofa,"pillow, paper, book",image1275
what is on the right side of the table,bookshelf,image1275
what is on the chair,clothes,image1275
what is on the left side of the sofa,window,image1276
how many chairs are there around the dining table,5,image1276
what is on the ceiling,light,image1276
what is the colour of the sofa,gray,image1276
what is the colour of the carpet,red,image1277
what is amidst the chairs and sofa,table,image1277
what is behind the sofa,"flower, vase",image1277
what is on the wall,picture,image1277
what is behind the sofa,window,image1277
how many chairs are there,2,image1278
how many pictures are there on the wall,2,image1278
what is behind the sofa,"flower, vase",image1278
what is the behind the sofa,piano,image1278
what is beneath the piano,piano_bench,image1279
what is on the round table,"flower, vase",image1279
what is on the piano,paper,image1279
what is the colour of the picture behind the chair,"red, yellow, blue",image1280
what is between the chairs and sofa,table,image1280
what is on the table,decorative_item,image1280
what is on the table,book,image1281
what is on the wall,framed_certificate,image1281
what is behind the sofa,stairs,image1281
what is on the right side of the piano bench,stroller,image1281
what is on the piano,basket,image1282
what is beneath the piano,piano_bench,image1282
what is the colour of the wall,blue,image1282
what is leaning on the wall,bicycle,image1283
how many books are there on the table,4,image1283
what is behind the piano bench,stroller,image1283
what is behind the sofa,window,image1284
what is on the window,curtain,image1284
what is on the left side of the curtains,picture,image1284
what is on the sofa,pillow,image1284
how many chairs are there,2,image1285
what is on the sofa,pillow,image1285
what is in the shelf behind the chair,"books, picture",image1285
how many bowls are there in the shelf,5,image1285
what is on the table,"bowl, book",image1286
what in front of the sofa,table,image1286
what is on the left side of the books,television,image1287
how many pictures are there,3,image1287
how many pillows are there on the chair and sofa,3,image1287
how many stacks of books are there,3,image1288
what is amidst the books,decorative_item,image1288
what is beneath the television,dvd_player,image1288
what is the colour of the picture on the wall,green,image1289
what is on the right side of the sofa,lamp,image1289
how many tables are there,3,image1289
what is on the centre table,"flower, vase",image1289
how many colours of flowers are there,3,image1289
what is on the sofa,clothes,image1290
what is on the left side of the flower vase,remote_control,image1290
what is on the right side of the television,ornamental_plant,image1290
how many pictures are there on the wall,7,image1291
what is on the ceiling,"light, chandelier",image1292
what is on the show piece shelf,decorative_plate,image1292
what is on the left side of the clothes on the sofa,paper,image1293
what is the largest show piece,decorative_plate,image1293
what is on the right side of the chair,lamp,image1294
what is in front of the curtain,guitar,image1294
what is on the left side of the curtain,blinds,image1294
what is on the left side of the sofa,stairs,image1295
what is on the right side of the sofa,mirror,image1295
what is seen on the mirror reflection,chair,image1295
what is on the left side of the mirror,picture,image1295
how many bottles are there,6,image1296
what is above the bottle shelf,"decorative_item, bowl",image1296
what is next to the bowl in the last shelf,candle,image1296
what is on the left side of the picture,plate,image1296
what is beneath the picture,chessboard,image1297
what is on either side of the chessboard,chair,image1297
what is the colour of the chair,black,image1297
what is on the sofa,book,image1298
how many remote controls are there,2,image1298
what is in between the chair and sofa,stool,image1298
what is behind the sofa,"window, decorative_item",image1298
how many stools are there,2,image1299
what is in front of the stool,table,image1299
how many pillows are visible,1,image1299
how many ornamental plants are there,2,image1300
what is in front of the ornamental plants,cat_cage,image1300
what is in front of the chair,stool,image1300
what is above the stool,show_piece,image1300
how many white drawers are there,2,image1301
what is on the desk,"monitor, paper, telephone",image1301
what is on the right side of the monitor,window,image1301
what is on the right side of the mirror,light,image1302
what is on the right side of the lamp,plant_pot,image1302
what is the largest object,sofa,image1302
how many chairs are there,3,image1302
what is in front of the sofa,stool,image1303
how many stools are there,2,image1303
what is on the sofa,pillow,image1303
what is the colour of the pillows,"white, green",image1303
what is on the left side of the pillar,stand,image1304
what is on the stand,"flower, vase",image1304
what is behind the chairs,decorative_item,image1304
what is on the table in front of the sofa,"book, decorative_item",image1304
how many pictures are there on the wall,2,image1305
what is beneath the pictures,table,image1305
what is on the table,"flower_pot, bowl, lamp",image1305
what is front of the table,chair,image1305
what is in front of the chair,flower_pot,image1305
what is on the piano,decorative_plate,image1306
what is beneath the piano,piano_bench,image1306
what is the brown object on the floor,bean_bag,image1306
what is on the floor,clothes,image1306
what is on the left to the paper on the piano,pen,image1306
what is the black object,fireplace,image1307
what is on the right side of the firepalce,guitar,image1307
what is on the right side of the guitar,window,image1307
what is on the left of the fire place,cables,image1307
what is on the right side of the chair,decorative_item,image1308
what is on the chair,pillow,image1308
what is on the left side of the black table,sofa,image1308
how many red objects are there,4,image1309
what is behind the red chair,bench,image1309
what is behind the bench,garbage_bin,image1309
what is on the chair,pillow,image1309
what is in front of the chair,stool,image1310
what is behind the chair,door,image1310
what is on the right side of the door,window,image1310
what is the largest object,sofa,image1311
what is on the sofa,remote_control,image1311
what is on the left side of the sofa,garbage_bin,image1311
what is above the garbage bin,window,image1311
what is the black object,"table, sofa",image1312
what is behind the table,fireplace,image1312
what is on the right side of the table,chair,image1312
what is on the table,book,image1313
what is on the book,remote_control,image1313
what is on the right side of the table,chair,image1313
how many round shaped chairs,1,image1314
what is the colour of the round shaped chair,"white, blue",image1314
what is behind the round shaped chair,sofa,image1314
what is behind the sofa,window,image1314
what is the colour of the wall,red,image1314
how many stools are there,2,image1315
what is behind the stool,door,image1315
what is beneath the shelves,plastic_chair,image1315
how many pictures are visible,3,image1316
what is on the right side of the door,television,image1316
what is beneath the television,table,image1316
what is beneath the blinds,treadmill,image1317
what is on the left side of the treadmill,sofa,image1317
what is in front of the sofa,television,image1317
what is on the left side of the sofa,bicycle,image1318
how many pillows are there on the sofa,3,image1318
what is the colour of the cloth on the sofa,"yellow, red",image1318
what is in front of the sofa,iron_box,image1318
how many pictures are there on the wall,4,image1318
what is on the left most side on the table,fan,image1319
what is the largest object on the table,television,image1319
how many drawers are there,3,image1319
what is on the table,"chessboard, basket, desk_mat",image1320
what is on the rack,decorative_plate,image1320
what is on the right side of the chair,blinds,image1320
what is on the left side of the picture,decorative_plate,image1321
what is beneath the picture,table,image1321
what is on the table,decorative_item,image1321
what is on the wall,picture,image1322
what is beneath the picture,fireplace,image1322
what is in front of the fireplace,books,image1322
what is in front of the books,chair,image1322
what is on the chair,pillow,image1322
what is on the right side of the fireplace,picture,image1323
what is above the picture,bookshelf,image1323
how many red chairs are there,2,image1323
what is on the stool,newspapers,image1323
how many blinds are there,3,image1324
what is on the wall,decorative_item,image1324
what is on the table in front of the blinds,"lamp, books, paper",image1324
what is on the left side of the table,basket,image1324
what is on the right side of the decorative item,bookshelf,image1324
how many fishes are there on the wall,12,image1325
what is on the right side of the fishes on the wall,picture,image1325
what is beneath the fishes,sofa,image1325
what is on the sofa,"carton, pillow",image1325
what are the show pieces in the shelves,"glass, container",image1326
what is on the sofa,"pillow, paper",image1326
what is on the show piece shelf,mirror,image1326
how many flags are visible,1,image1326
what is the colour of the sofa,green,image1327
what is on the sofa,pillow,image1327
what is on the left side of the sofa,television,image1327
how many pictures are there on the wall,2,image1327
what is on the television,dvd_player,image1327
what is behind the chairs,blinds,image1328
what is in between the chairs,lamp,image1328
what is beneath the lamp,table,image1328
what is in front of the lamp,books,image1328
what is on the right side of the books,remote_control,image1328
what is the largest object,sofa,image1329
what is on the sofa,pillow,image1329
what is behind the sofa,lamp,image1329
how many lamps are there,2,image1329
what is in front of the sofa,table,image1329
what is on the left side of the piano,door,image1330
what is on the piano,picture,image1330
what is beneath the piano,piano_bench,image1330
what is the black object on the carpet,dog,image1331
how many sofas are there,2,image1331
what is in front of the sofa,table,image1331
what is beneath the book rack,fireplace,image1331
what is on the left side of the chair,guitar,image1332
what is on the chair,guitar_case,image1332
how many drawers are there,4,image1332
what is on the drawer table,"tissue_box, book, container",image1332
how many pillows are there on the sofa,5,image1333
what in the wall,picture,image1333
what is on the right side of the sofa,chair,image1333
what is on the wall,decorative_plate,image1334
what is the colour of the mat,gray,image1334
what is the colour of the sofa,brown,image1334
what is on the ceiling,"fan, light",image1335
what is in front of the sofa,baby_chair,image1335
what on the left side of the door,lamp,image1335
what is in front of the picture,fan,image1336
what is on the left side of the sofa,table,image1337
what is on the table,tissue_box,image1337
what is on the wall,picture,image1337
what is above the fireplace,television,image1338
what is on the left side of the television,light,image1338
what is behind the sofa,window,image1338
what is in between the chairs,stool,image1338
what is in front of the sofa,table,image1338
what is on the left side of the picture,mirror,image1339
what is beneath the mirror,stool,image1339
what is on the table,"book, box, glass",image1339
how many pillows are visible in the picture,4,image1339
how many chairs are there near the persion standing,4,image1340
what is on the table,"box, ashtray",image1340
how many stools are there in front of the chairs,2,image1340
how many chairs are there,7,image1341
what is the colour of the curtain,purple,image1341
what is on the shelf,decorative_item,image1341
what is on the table,"salt_shaker, bowl, decorative_plate, decorative_item",image1342
how many drawers are visible,5,image1342
what is the colour of the biggest chair,"white, black",image1343
what is in front of the chair,table,image1343
what is on the table,"book, paper",image1343
what is in front of the table,sofa,image1343
what is the colour of the sofa,pink,image1343
what is on the wall,picture,image1344
what is the largest object,table,image1344
what is on the left side of the chairs,curtain,image1344
what is behind the table,chair,image1345
what is on the table,bench,image1345
what is the colour of the smallest chair,blue,image1345
how many black chairs are there,8,image1346
what is the colour of the table,white,image1346
what is on the wall,picture,image1346
what is above the table,chandelier,image1346
what us on the left side of the bottle,bag,image1347
what is the largest object on the table,bowl,image1347
what is on the rigt side of the bottle,"paper, clothes",image1347
how many chairs are there,11,image1347
how many lamps are there,2,image1347
what is in front of the wall,baby_chair,image1348
what is on the left side of the packaged bottles,table,image1348
what is on the table,vase,image1348
what is on the table,"candle, bowl, paper, bag",image1349
what is the colour of the candles,"red, blue, brown, green",image1349
how many chairs have pillows on it,2,image1349
what is the colour of the lamp,white,image1349
what is the colour of the table and chair,brown,image1350
what is behind the chairs,window,image1350
what is in the shelves,"glass, container, bottle, decorative_item",image1350
how many knobs are visible,7,image1351
how many switchboards are there,2,image1351
what is the white object on the kitchen shelf,"cup, saucer",image1351
what is on the left side of the cup and saucer,bottle,image1351
how many chairs are there,7,image1352
what is behind the chair,door,image1352
how many pictures are there,2,image1352
what is on the table,"table_runner, decorative_item",image1353
what is in front of the wall,lamp,image1353
how many lights are visible,5,image1353
what is on the wall,mirror,image1354
what is on the table,decorative_plate,image1354
what is surrounding the table,chair,image1355
how many chairs are there,8,image1355
what is behind the chairs,blinds,image1355
how many blinds are there,3,image1356
what is on the right side of the blinds,picture,image1356
what is the colour of the table cloth,white,image1357
what is on the table,"book, paper, decorative_item",image1357
what is on the right side of the lamp,decorative_plate,image1358
what is on the wall,picture,image1358
what is in front of the table,chair,image1358
what is on the table,"book, paper, decorative_item",image1359
what is the colour of the object in the left side of the lamp,blue,image1359
what is on the left side of the table,blinds,image1359
what is in front of the candle holder,tray,image1360
what is the colour of the blinds,white,image1360
what is the colour of the floor,brown,image1360
what is the colour of the chair,red,image1361
how many drawers are there,4,image1362
how many candle holders are there,6,image1362
what is beneath the drawers,door,image1362
what is in front of the drawers,chair,image1362
what is behind the right most candle holder,glass_container,image1362
what is on the table,"decorative_item, bowl",image1363
what is the colour of the object in the second shelf from top,blue,image1363
what is on the left side of the pillar,stairs,image1363
what is above the table,chandelier,image1364
what is on the ceiling,light,image1364
what is on the table,bowl,image1364
how many shelves are there,3,image1364
how many pictures are visible,4,image1365
how many pictures are there,3,image1365
what is beneath the candle holder,decorative_plate,image1365
how many chairs are there,6,image1366
how many pictures are there,4,image1366
what is the largest object,table,image1366
how many candle holders are there,4,image1367
what is on the wall,picture,image1367
what is the colour of the table,brown,image1367
what is the colour of the chair and table,black,image1368
what is behind the chairs,"vase, decorative_item",image1368
what is on the table,decorative_item,image1368
what is above the table,fan,image1368
what is on the right most side of the table,lamp,image1369
what is on the left most side of the table,flower,image1369
how many drawers are there,3,image1369
what is the colour of the plant,green,image1369
how many chairs are there,8,image1370
how many pictures are visible,7,image1370
what is the colour of the table,brown,image1371
what is on the chair,pillow,image1371
what is above the show piece rack,ornamental_plant,image1371
what is the colour of the chair,"red, white",image1372
what is the colour of pillows on the chairs,"red, white",image1372
what is on the wall,picture,image1372
how many pictures are there,8,image1372
what is on the table,"book, carton, bottle",image1373
how many chairs are there,4,image1373
what is on the wall,"picture, framed_certificate",image1373
what is on the right side of the table,paper,image1373
what is on the left side of the rack,chair,image1374
what is on the chair,bag,image1374
what is beneath the chair,briefcase,image1374
how many drawers are there,4,image1374
what are the colours of the chair,"white, red, brown",image1375
what is on the right side,baby_chair,image1375
what in on the table,"table_runner, bowl",image1376
how many chairs are there,8,image1376
what is in between the racks,picture,image1376
what is in the rack,show_piece,image1377
what is beneath the picture,table,image1377
what is on the table,decorative_item,image1377
what is the colour of the wall,purple,image1378
what is on the right side of the cupboard,refridgerator,image1378
how many switch boards are there,2,image1378
what is on the cupboard table,decorative_plate,image1378
how many chairs are there,10,image1379
what is on the table,table_runner,image1379
what is on the left side of the table,fireplace,image1379
what is in the rack,show_piece,image1380
how many candle holders are there,3,image1380
what is the colour of the chair,blue,image1380
what is behind the chairs,door,image1381
what is on the door,curtain,image1381
what are the colours of the chairs,"red, blue",image1381
what is on the wall,mirror,image1382
what is on the ceiling,light,image1382
how many pictures are there,3,image1382
what is above the mirror,spot_light,image1382
how many chairs are surrounding the table,7,image1382
how many drawers are there,6,image1383
what is on the left side of the bag,"flower, case",image1384
what is on the right side of the picture,mirror,image1384
what is beneatht he picture,"picture, decorative_item",image1384
how many chairs are there,3,image1384
what is the smallest chair colour,blue,image1384
how many tall chairs are there,5,image1385
how many short chairs are there,2,image1385
what is the colour of the short chair,blue,image1385
what is behind the flowers,bag,image1385
what is on the wall,picture,image1385
what is on the right side of the picture,door,image1385
where is the flower kept,glass_pot,image1385
how many chairs are visible,4,image1386
what is behind the chair,table,image1386
what is on the table,"monitor, printer, flower, vase",image1386
what is behind the flower vase,paper,image1386
what is on the wall,picture,image1386
what is on the stool,decorative_item,image1387
what is on the right side of the stool,piano,image1387
what is beneath the piano,piano_bench,image1387
what is on the piano,glass_container,image1387
what is above the piano,decorative_plate,image1387
what is in front of the flower vase,chair,image1388
what is on the chair,clothes,image1388
what is behind the flower vase,curtain,image1388
what is beneath the flower vase,table,image1388
what is in the shelf,"glass, bowl",image1389
what is on the left side of the picture,mirror,image1389
what is in front of the mirror,glass_container,image1389
how many drawers are there,4,image1389
what is on the right side of the glass container,bottle,image1389
what is on the ceiling,light,image1390
what is on the right side of the frame,door,image1390
what is the colour of the curtain,blue,image1390
what is on the window,curtain,image1391
what is on the table,"decorative_item, bowl",image1391
what is beneath the table,drawer,image1391
what is in front of the table,chair,image1391
what is the colour of the chair,"blue, yellow",image1391
what is on the shelf,"flower, vase, bottle",image1392
what is on the wall,"light, decorative_item, picture",image1392
what is the colour of the flowers,"pink, blue",image1392
what is the white object on the table,paper,image1392
what is on the table,book,image1393
what is the colour of the book,"red, black",image1393
what is on the right side of the framed paper,decorative_item,image1393
what is behind the chair,door,image1393
what is around the table,chair,image1394
what is on the wall,spot_light,image1394
what is on the candle holders in the right side shelf,candle,image1395
how many chairs are there,6,image1395
how many drawers are visible,6,image1395
what is amidst the chairs,table,image1396
what is the colour of the chairs,brown,image1396
what is on the table,fruit,image1396
what is behind the table,window,image1396
what is on the window,curtain,image1396
what is above the table,chandelier,image1397
what is on the right side of the chandelier,light,image1397
what is on the table,"paper, file",image1397
what is the colour of the wall,green,image1397
what is on the right side of the picture,door,image1397
what is behind the chair,"table, drawer",image1398
what is above the table,curtain,image1398
what is behind the curtains,blinds,image1398
what is on the left side of the switch board,door,image1398
what is on the left side of the door,picture,image1398
what is the colour of the wall,green,image1399
what is on the left side of the framed certificate,curtain,image1399
what is beneath the curtain,blinds,image1399
what is on the table,"file, paper",image1399
how many pictures are visible,5,image1400
what is behind the chair,mirror,image1400
what is the colour of the book on the table,"green, white",image1400
what is the image1400 in the mirror reflection,chandelier,image1400
what is on the table,"book, book",image1401
what is the colour of the wall,red,image1401
what is on the left side of the pillar,fish_tank,image1401
what is the colour of the chairs,white,image1401
how many tables are there,3,image1402
what is the colour of the table,white,image1402
how many chairs are surrounding the table,8,image1402
what is behind the chairs,door,image1402
how many drawers are there,6,image1403
how many drawer knobs are there,10,image1403
what is on the right side of the switch board,door,image1403
what is amidst the chairs,table,image1404
what is the colour of the table and chairs,brown,image1404
what is the colour of the cushion of the chairs,"white, blue",image1404
what is behind the chairs,curtain,image1404
what is on the left side of the flower vase,mirror,image1405
what are the colours of the flowers in the vase,"red, green",image1405
what is on the right side of the flower vase,picture,image1405
how many chairs are visible in the picture,5,image1405
what is behind the chair,curtain,image1405
how many doors are visible,2,image1406
what is on the right side of the door,stairs,image1406
what is above the table,chandelier,image1406
what is on the right side of the curtain,clock,image1406
how many horizontally rectangular pictures are there,2,image1407
what is on the left side of the book rack,stroller,image1407
how many chairs are there around the table,8,image1407
what is in front of the chair on the table,clothes,image1408
what is in the shelf,"vase, show_piece",image1408
what is on the right side of the shelf,picture,image1408
what is the colour of the table and chair,brown,image1409
what is on the table,"box, purse, razor",image1409
what is the colour of the sofa,black,image1409
what is on the sofa,pillow,image1409
how many chairs are there,6,image1409
what is the colour of the tiles,"white, brown",image1410
what is on the right most side of the door,bookshelf,image1410
what is on the right side of the bookshelf,door,image1410
what is on the left side of the light,piano,image1411
what is beneath the piano,piano_bench,image1411
what is on the piano,picture,image1411
what is on the right side of the light,shoe,image1411
what is the most dominant colour of objects on the table,pink,image1412
what is above the table,chandelier,image1412
what is behind the lamp,blinds,image1412
what is on the wall,picture,image1412
where are the cup and saucer,table,image1413
what is the colour of the lamp,white,image1413
what is on the right side of the table,toy,image1413
what is in front of the blinds,lamp,image1414
what is beneath the lamp,table,image1414
what is in the left of the table,stroller,image1414
what is on the wall,picture,image1414
what is on the table,"desk_mat, salt_shaker, tissue",image1415
what is above the table,light,image1415
what is on the wall,picture,image1415
what is the colour of the table,white,image1416
what is on the table,"bottle, decorative_platter, desk_mat, tissue, book, clothes, scissor",image1416
what is behind the scissors,chair,image1416
what behind the chairs,blinds,image1416
how many black coloured wall decorations are there,3,image1417
what is on the table,"paper, decorative_platter, desk_mat, book, newspapers",image1417
what is behind the newspapers on the table,"pen_cup, scissor, pen",image1417
what is behind the books,decorative_item,image1417
how many chairs are there around the table,6,image1418
what is on the wall,wall_decoration,image1418
what is on the either side of the wall decoration,curtain,image1418
how many chairs are visible,7,image1419
what is the colour of the chair in front of the wall,purple,image1419
how many furnitures are there,4,image1420
what is in front of the sofa,table,image1420
what is on the table,"box, decorative_item",image1420
what is on the wall,"picture, decorative_item",image1420
what is on the chair,pillow,image1420
what is on the left of the decorative item on the wall,curtain,image1420
what is on the left side of the picture,bookshelf,image1421
what is on the right side of the picture,blinds,image1421
what is on the right side of the blinds,chair,image1421
how many chairs are there away from the table,1,image1421
how many pictures are turned towards the wall,picture,image1422
what is on beneath the pictures,piano,image1422
what is beneath the piano,piano_bench,image1422
what is the colour of the show piece on the left of the picture frame,white,image1422
what is on the right side of the picture frame,glass_pot,image1422
what is on the table,"cup, glass_pot, decorative_plate",image1423
what is on the wall,"picture, picture",image1423
what is in front of the table,chair,image1423
what is on the left side of the table,show_piece,image1423
what is in the cupboard,"decorative_plate, cup",image1423
what is the colour of the chairs,"white, brown, red, green",image1424
what is at the centre of the table,"flower, vase",image1424
how many windows and doors are there,4,image1424
what is on the right side of the brown chair,table,image1424
what is on the table,"clothes, desk_mat, tissue",image1424
what is on the left side of the white chair,toy_doll,image1424
what is on the right side sofa,pillow,image1424
what are the white objects,"chair, lamp",image1426
what is beneath the lamp,table,image1426
what is amidst the chairs,table,image1426
what is the colour of the object on the right side chair,purple,image1426
what is the colour of the table,black,image1427
what is behind the left side chairs,"table, lamp",image1427
what is on the right side of the mirror,vase,image1427
what is in front of the wall,table,image1428
what is on the table,"picture, lamp, vase",image1428
how many pictures are visible,3,image1428
how many chairs are surrounding the table,8,image1429
what is in front of the wall,table,image1429
what is on the wall,"picture, picture",image1429
how many sofas are there,2,image1429
what are the colours of the sofas,"white, yellow, gray",image1429
what is on the left side of the yellow and gray sofa,lamp,image1429
how many windows are there,5,image1429
what is in front of the white sofa,table,image1429
how many switch boards are visible,2,image1430
what is on the right side of the decorative item on the table,paper,image1430
what is the colour of the clothes on the table,"green, white",image1430
what is behind the chair,window,image1431
what is on the window,curtain,image1431
what is on the right side of the curtain,"picture, picture",image1431
how many tall chairs are there,4,image1431
how many short chairs are there,3,image1431
what is on the table in front of the wall,"clothes, decorative_item",image1432
how many pictures are there,3,image1432
what is on the wall,"picture, wall_decoration",image1433
what is surrounding the dining table,chair,image1433
what is the colour of the table and chair,brown,image1433
how many steps are visible in the picture,3,image1433
what is on the flower vase,chandelier,image1434
what is the colour of the flowers,"yellow, red",image1434
what is in front of the left side wall,table,image1434
what is the white object on the table,bowl,image1434
what is on the wall,wall_decoration,image1435
what is in front of the wall,table,image1435
what is on the right most side of the table,refridgerator,image1435
what is on the left side of the candle holder,candle,image1435
what is on the table,"desk_mat, flower, case",image1436
how many chairs are around the table,4,image1436
what is in front of the wall,table,image1436
what is on the table in front of the wall,"decorative_item, bowl",image1436
how many knobs are viisble,5,image1436
what is on the left side of the wall,door,image1436
what is on the right side of the window,decorative_plate,image1437
what is the colour of the decorative plate,"yellow, red, black",image1437
how many pictures are visible,4,image1437
what is benhind the candle holder,window,image1438
what is beneath the candle holder,decorative_plate,image1438
what is on the right side of the candle holder,decorative_item,image1438
what is on the table,"flower, vase",image1439
what are the colours of the flower,"pink, yellow, green",image1439
what is beneath the flower vase,clothes,image1439
how many pictures are visible,3,image1439
how many black chairs are there,3,image1440
what is on the wall,"picture, picture, picture",image1440
what is behind the candle holder,window,image1440
what is on the left side of the candle holder,box,image1440
how many drawers does the cupboard have,7,image1441
how many doors does the cupboard have,2,image1441
what is the colour of the towels on the table,"gray, white",image1441
what is on the shelf,"picture, framed_certificate",image1441
what is on the left side of the picture,blinds,image1442
what is in front of the picture,"chair, table",image1442
how many chairs are visible,4,image1442
what is the colour of carpet,"black, white, brown, red",image1442
what is behind the gray chair,"lamp, table",image1443
how many framed certificates are there,2,image1443
what is on the table,"towel, towel, clothes",image1443
what is the colour of the wall,pink,image1443
what is on the left side of the lamp,door,image1443
what is beneath the framed picture,sofa,image1444
what is on the sofa,pillow,image1444
what is on the left side of the sofa,table,image1444
what is on the table,"picture, lamp",image1444
how many pictures are visible,4,image1444
what is on the chair,pillow,image1445
what is on the wall,"picture, wall_decoration",image1445
what is on the right to the picture,lamp,image1445
what is beneath the lamp,table,image1445
how many wall decoration are there,2,image1446
what is the colour of the floor,brown,image1446
what is on the left and right of the wall decoration,curtain,image1446
