question,answer,image_id
what is on the right side of the blinds,clothes,image1064
what is the brown object on the bed,blanket,image1098
what is the colour of the wall,brown,image1120
how many students are to the left of the teacher,3,image306
what is on the right side of the window,storage_rack,image907
what is the colour of liquid filled in bottle,green,image783
what is stuck on the wall,photo,image1191
what is on the right side of the bed,ironing_board,image968
what is the object close to the wall above the stove,microwave,image867
what is on the right side of the poster board,lamp,image625
what is at the left of the table,foot_rest,image1339
what is behind the table,mirror,image596
what is in front of the fruit,bottle,image844
how many drawers are there,2,image1172
what is the colour of lamp,brown,image221
what is the colour of pipe,red,image244
what is on the floor,floor_mat,image331
how many handles are there in left side cabinet,9,image973
what is above the air conditioner,window,image209
what is in the right side,mirror,image1295
what is to the right of stacked chairs,chair,image165
what is on the left side of the framed certificate,curtain,image1399
what is near the telephone,file,image613
how many pictures are there,2,image1137
how many boxes are,4,image106
what is stuck on the wooden shelf behind the books,chart,image1034
what are the things on the table,"toy, telephone",image1078
what is on the left side of the tap,"soap, soap_box",image808
what is on the left side on the sofa,carton,image618
what is on the sofa,pillow,image1202
how many sofas are there,2,image1204
how many pictures are there,2,image1174
how many hight stools are in front of the kitchen counter,2,image263
what is the sign board close to,wall,image36
what is in the front of the table,"file, folder",image93
what color is the bed,brown,image535
how many drawers are there,7,image792
what is around the table,chair,image882
what is above the helmet,hockey_stick,image1203
what are the objects on the counter,"box, bottle_of_liquid",image776
what is on the left side of the printer,door,image558
how many drawers are there,5,image451
how many bottles are there on the counter,4,image124
what is the most frequent object in the room,book,image374
what is on the blinds,curtain,image1113
what is the object on the floor left of the wall,bed,image1078
what is near the right side wall,baby_chair,image1348
what is in front of the sofa,table,image591
how many silver baskets are there,2,image782
how many lamps are found there,2,image983
what is on the right side of the table,garbage_bin,image612
how many lamps are there,2,image996
what is in front of the table,chair,image967
what is to the left of the sofa,cabinet,image1254
what is behind the dog,refridgerator,image784
what are around the table in the chair,chair,image1368
what is on the drawer,book,image1031
what is the object found left side,bed,image1119
what is the object on the floor in front of the counter,table,image768
what is the colour of wall,white,image530
what is on the table,"coffee_grinder, papers",image886
what is the largest object,bed,image1014
what is on the night stand,lamp,image1186
what is at the right corner of the room,toys_shelf,image1376
how many toy boxes are on the top of the toy shelf,2,image443
how many lights on the ceiling,4,image1335
what is on the right side,cabinet,image1322
what is the most colorful object in this picture,blanket,image1287
what is the object found under the rack,coffee_machine,image834
what is to the right of the bunk bed,chair,image1054
what is found to the right side of the bed,window,image1141
what is on the shelf,books,image585
what is in front of the sofa,table,image1277
what is stuck on the wall to the left side of the table,photo,image879
how many handles,8,image1362
how many cupboard handle are there,18,image790
what is on the dresser table,"paper, clothes",image1130
what is the object close to the wall above the chair,window,image1093
how many chairs are visible,4,image381
what is on the bed,"pillow, comforter",image1027
what is the object on the floor in front of the table,garbage_bin,image496
what is at the centre of the chairs,table,image1334
what is the colour of the blanket,red,image1142
what is on the left side of the lamp,clock,image538
what colour is the bath tub,white,image714
what is found in front of the table,chair,image1066
what is on the right side of the bed,drawer,image1060
what object is stuck on the wall,clothes,image894
what is behind sink,mirror,image716
what are the things on the right to the cabinet,"chair, table",image1365
what is on the left most side on the table,clock,image923
what is beneath the piano,piano_bench,image1422
what is the object kept on the floor close to the pillar,"table, box",image89
what is found below the chandelier,table,image1399
what is hanging on the rod below the sink,towel,image663
what are the objects on the bed,"pillow, blanket, toy",image937
what is found below the chandelier,table,image1448
what is on the right side of the door,window,image1310
what is the coffee table made up of,glass,image1207
what is found near the books in front of the mirror,remote_control,image982
what is in between the tv unit and the rack,cables,image63
what is the object on the floor left of the window,stool,image1273
what color are the beds,white,image1128
what is on the left side of the container,bottle_of_hand_wash_liquid,image774
what are the things on the table,"books, lamp",image1182
what at the centre of the table,remote_control,image640
what colour is the pillow,red,image538
how many chairs are there,2,image1285
what is present near the door on its right,room_divider,image1025
what is the colour of chair cushions,white,image746
which object is more,computer,image335
what is on the table,"radio, clothes, table",image1058
what is on the right side of the chair,fireplace,image1224
what is the colour of the drawer,gray,image978
what is on the left side of the tap,bottle_of_liquid,image734
what is behind the tea kettle,toaster,image874
what is in front of the sofa,bed,image971
what is the colour of the screen,white,image185
what is on the table,"microwave, bottle, fruit, paper",image591
what is the white colour object on the cabinet,lamp,image1129
what is the colour of the sofa,blue,image1331
what is in front of the cupboard,"chair, carton",image34
what is the object in front of the window,curtain,image1113
what is on the chair,pillow,image590
what is at the left side,chair,image1079
what color is the tablecloth,green,image263
what is the colour of the coffee machine,black,image905
what is the colour of the sofa,white,image757
how many windows are there,3,image748
what are the objects on the cabinet,"photo, bottle_of_perfume",image1167
what is the colour of the coffee cup on the table,white,image803
what is on the either side of the bed,"night_stand, lamp",image959
what s in front of the door,chair,image809
what are the objects in the shelf,clothes,image530
what are the things found at the right side of the window,"photo, plant",image1189
what is on the wall,picture,image909
what is behind the table,stool,image1224
what is on the left most side on the table,wooden_plank,image451
what is in front of the table,chair,image1053
what is behind the mat,door,image730
what is in front of the right side wall,piano,image1281
how many chairs are there,8,image639
what is the green board in the stand,cutting_board,image868
how many posters are there,2,image1124
what is on the left side of the window,table,image544
how many bananas are there in the black plate,2,image52
what is found in front of the window,bed,image1114
what is inside the box,books,image932
what is on the flush tank,tissue_box,image685
what is available in the racks,cup,image103
what is on the right side of the tissue roll,container,image813
what is behind the table,window,image1349
how many sinks are there,1,image665
what is to the left of the bed,picture,image220
how many drawers are there,3,image1064
what are the objects on the bed,"pillow, blanket",image976
what are the things on the bench,books,image1345
how many objects on the side of the wall,5,image692
what is on the wall,"blinds, picture",image1013
what is the object on the floor in front of the chair,bag,image1154
what is on the table,"desk_mat, flower, case",image1436
what is in behind the chair,table,image782
what color is the cabinet above the sink,white,image133
what is the colour of the bowl,white,image204
what is to the left of the table,garbage_bin,image302
what is on the left side of the stove,microwave,image770
how many sofas are there,2,image1086
what is reflected on the right side of the mirror on the wall,"towel_rod, towel",image665
what is the object below the window close to the wall,heater,image80
what are the objects on the bed,"pillow, blanket, clothes",image76
what is on the table,"books, paper",image168
what is to the left of the teacher,laptop,image314
what is the colour of the bed,white,image1138
what is in front of the window,ornamental_plant,image873
what colors are the garbage bins,"blue, gray",image292
how many knobs does the oven have,5,image569
what is to the right of the window,door_way_arch,image1265
what is behind the television,mirror,image964
what is the object plugged to the switch box,electric_mixer,image862
how many chair are,5,image293
what is the object right of the counter,dishwasher,image867
what are on the table cloth,"newspapers, bowl",image772
how any drawers are there,3,image1189
what is in front of the chair,broom,image831
what is found in front of the lamp,bed,image992
what is the largest object,bed,image989
how many chairs are there surrounding the table,6,image19
what is the small white object next to the toilet,toilet_paper,image47
what is on the cabinet in front of the electrical kettle,vegetable_peeler,image140
what is present near the wall to the right side of the drawer,chair,image1031
what is on the table,decorative_item,image1368
what is largest object,table,image276
what is the largest object,sofa,image1278
what is in front of the sofa,stool,image422
what is right of lamp,chair,image588
how many drawers are visible,5,image1342
what is the largest object,bookshelf,image67
what is the object close to the wall,wall_decoration,image572
what is on the kitchen island,juicer,image134
what is beneath the garbage bin,carton,image1039
what is on the table,"clothes, desk_mat, tissue",image1424
what is on the table,"book, book",image1401
what is the colour of the chair,red,image26
what is behind the table,cabinet,image1347
what object is found to the right side of the telephone,tissue_roll,image856
what is the red object on the desk,pen_holder,image360
what are the objects in the middle rack of the shelf,books,image69
how many chairs are there,2,image608
what is in front of bookshelf,ladder,image108
what is at the centre of the chairs,table,image1380
what is the object on the counter in the corner,toaster,image874
what is the round colorful object on the floor,rug,image316
what is on the left side of the fan,air_conditioner,image584
what is the colour dominating the picture,pink,image1046
what is the colour of the table,brown,image227
what is found at the wall,wall_decoration,image1184
how many drawers you can see,6,image752
how many toy strollers are there,2,image1220
what is the colour of cupboard handle,black,image790
what us on the bookshelf,drawer,image627
what is to the right side of the cabinet,bed,image1061
what is the object close to the wall below the window,towel_rod,image703
what is on the cabinet behind the roll of paper towels and the can,crock_pot,image206
where is the kitchen utensils kept,utensil_container,image868
what is on the right side of the notebook on the desk,plastic_cup_of_coffee,image4
what is in the corner of the wall on the left side of the bookshelf,hockey_stick,image80
how many dolls are there,2,image1177
what is the object close to the wall above the stool,window,image1097
what is on the floor,garbage_bin,image725
what is the largest dark brown object in this picture,blinds,image76
what are the objects that are placed on the shelves,"monitor, mouse, keyboard",image6
what is right of television,door,image579
what is hanged in front of the door,curtain,image1396
what is kept behind the window,plant,image873
what is at the end of the kitchen island,cutting_board,image134
what is in front of towel,toilet,image718
what is colour of the tree,green,image306
what is in between the chairs,lamp,image1028
what is the colour of the sofa,black,image386
what is on the drawer,book,image987
what is the object close to the towel rod,towel,image681
what is the object below the two red chairs,whiteboard,image26
what is to the left of the sofa,bookshelf,image171
what is on the left side of the stove,knife_rack,image754
what is the machine placed on the counter close to the wall,printer,image11
what color is the sofa,black,image43
what is in front of the window,"table, chair",image441
what is the object in front of the bright green curtain,chair,image8
what is the object on the tv stand,television,image1134
what are the objects on the desk,"lamp, books",image941
what is behind the chair,fan,image1336
what is on the sofa,pillow,image51
what is on the table,"box, purse, razor",image1409
what is the name of object in right bottom,bathtub,image726
what is at the left side,wardrobe,image1087
what is at the back side of the sofas,window,image1429
what are the colours of the drawers,"purple, white",image423
what is the object on the right side,door_knob,image978
what is the object on the floor below the counter,chair,image670
what is to the left of the sofa,table,image226
what is to the left of the box,shelves,image181
what is below the sofa,lego,image422
how many doors are visible,2,image1406
what is the object on the floor in front of the door,flower_pot,image681
what is near the microwave,sink,image408
what is on the right side of the book,"globe, globe_stand",image481
what is left of bed,table,image518
how many shelves are there in the rack,7,image106
what is on the end table between the chairs,book,image478
what is the object above the sink close to the wall,mirror,image49
what is the object close to the wall above the cabinet,mirror,image923
what is on the table,computer,image946
how many knobs are visible,7,image1351
what objects are found on the table,"newspapers, lamp, tissue_box",image1091
what is above the bottle shelf,"decorative_item, bowl",image1296
what is on the shelf,"flower, vase, bottle",image1392
what is on the wall in front of the table,board,image415
what is to the right of the treadmill,excercise_equipment,image349
what is on the left side of the drawers,step_stool,image884
what are the objects on the floor mat,"table, chair",image1369
what is left of refridgerator,bottle,image267
how many cycles are there,2,image603
what is the object on the floor left of the room divider,toilet,image728
what is below the table,garbage_bin,image421
what is on the left side of the bed,night_stand,image1178
what is on the centre table,"flower, vase",image1289
what is the object on the floor,garbage_bin,image703
what is the object on the bed,pillow,image1181
what is in front of the table,chair,image455
what is behind the chair,door,image797
what is the object on the counter close to the box,coffee_machine,image872
what is at the top of the bed,window,image1189
what is in front of the fireplace,table,image1312
what is the largest white object on the left side of the picture,printer,image10
what is on the sofa,pillow,image580
what is the object close to the wall,photo,image76
what is above the painting,bookshelf,image43
what is below the right book shelves,stool,image105
what is above the towel,blinds,image693
what is in front of the laptop,bottle_of_perfume,image57
what is on the left side of the lamp,sofa,image588
what are the objects stuck close to the wall above the counter,paper,image12
what is to the right of the bed,table,image1200
what is near the window,toy_horse,image425
what is right of hanger,shelves,image520
what is found near the refridgerator on the wall,light,image830
what color is the light above the door at the end of the room,pink,image275
what is to the opposite of the cabinet,bed,image1180
what is on the left to the table,tissue_box,image1274
what is on the right side of the chair,ping_pong_table,image640
how many clothes stand are there in the front,4,image95
what is found in front of the vase,sink,image883
what is on the right side of the stove,bottle_of_liquid,image780
what is on the table,"book, hat, picture, comb",image1053
what is on the table,books,image84
what is the colour of the towels,white,image694
what is on the microwave,"coffee_machine, basket",image591
what is on the sofa,pillow,image430
what is the colour of the floor,brown,image1446
what is on the wall,picture,image421
what are objects on top of the bed,"pillow, blanket, clothes",image82
what is on the right side of the cartons,bookshelf,image378
what is on bed,pillow,image540
what is behind the wall,door,image347
what are the objects on the hangers,jacket,image96
what are the objects found inside the mirror,"lamp, books",image982
what is beneath the mirror,stool,image1339
what is on the right most side on the table,iron_box,image523
what is the object close to the wall above the sink,mirror,image47
what is in front of the window,table,image1325
what is the object at the left side of the towel rod,curtain,image693
what is on the left side of the bottle of liquid,ornamental_plant,image825
what is near the wall,stacked_chairs,image19
how many posters are held by the poster board,6,image21
what object is present below the window,"bed, pillow",image1017
what is the colour of the table,brown,image375
what is the blue coloured object,comforter,image1169
what is the large black object on the left side of the bedroom in front of the radiator,dresser,image172
what is at the right side of the door,cabinet,image1179
what is available in the left side,bed,image1048
what is on the right side of the coffee machine,tea_pot,image751
what is behind the chairs hanging on the wall,framed_certificate,image355
how many tissue rolls are there,3,image703
what is at the right bottom,coffee_table,image1207
what is to the right of the bed,lamp,image956
what is leaning against the wall on the right side,ironing_board,image492
what is the object on the floor right of the table,garbage_bin,image613
what is kept on the floor near the door,basket,image1027
what is the object left of the microwave,refridgerator,image854
how many cupboards are there,6,image796
what is to the left of window,jacket,image61
what is kept on top of the pillow,book,image1035
what is behind the bag,stairs,image601
what is on the right side of the bed,"excercise_ball, suitcase",image1185
what is the object on the floor behind the toilet,bathtub,image696
how many objects are there in the left corner of the bathtub,2,image696
how many lamp domes are there,3,image1246
what is on the right side of containers,window,image814
how many flower vases on window,4,image748
how many remote controls are there,2,image879
how many horizontally rectangular pictures are there,2,image1407
what are found to the right side of the bed,"cabinet, bookshelf",image1144
how many pillows,2,image58
what is the yellow colour object found in the kitchen container,cup,image866
what is the colour of closed door,white,image790
what color is the table below the computer case in front of the wall,brown,image20
what is the object on the stool,bag,image1083
what is on the right side of the table,chair,image1313
what is to the left of the globe,book,image481
what color is the lamp shade in front of the window,white,image546
how many bottles are there,3,image787
how many drawers are there,3,image1034
what is behind the stool,table,image263
how many chairs are there,3,image1302
what is hanged before the window,blinds,image1355
how many chairs are in front of the teacher,2,image306
what is in front of of the door,backpack,image150
how many boards are there,2,image991
how many switch boards stuck on the wall,2,image831
what is the object left of the stove burner,knife_rack,image129
how many drawers are there,3,image1144
what is the yellow object close to the faucet,dish_brush,image204
what is the object close to the wall behind the sofa,mirror,image1086
what is present under the slide on the floor,box,image1039
what is filled in the rack,3,image85
what is to the left of the chairs,cabinet,image1387
what is the object on the floor left of the counter,ladder,image884
what is on the left side of the cable,machine,image874
what is above the opened doors,television,image1260
what all are placed on the wall,"clock, telephone, fire_extinguisher",image8
what is the colour of the box near the gas burner,white,image776
what is on the wall,"picture, wall_decoration",image1093
what is the smallest object on the sofa,book,image50
what is the largest object,sofa,image209
what is behind the chair,shelves,image447
what is the colour of the door,brown,image208
what is near the door frame,toys_shelf,image1326
how many chairs,3,image459
what is next to the floor mat,chair,image965
what is the object close to the wall on the left side of the door,telephone,image150
what is on the right side of the bunk bed,table,image1077
what are the things on the table,vase,image1447
what is the largest object,bed,image914
what are the objects on the shelf,books,image626
how many chairs are there,4,image879
how many bottles are there,1,image734
what is on the floor,stand,image713
what is the object in front of the room divider and right side of the cot,table,image64
what is the object on the wall outside the door,photo,image981
what is liquid colour in third bottle,yellow,image744
what is on the right side of the door,stairs,image1406
what are on the two sides of the window,framed_certificate,image1052
what is the colour of the chair,black,image189
what object is found behind the chair,water_filter,image835
what is on the left side of the sofa,table,image475
what is found near the sandal colour sofa,horse_toy,image1429
what is in front of the tray,shoe_hanger,image1156
what is to the left of the computer,printer,image471
what is the frame on the floor close to the wall,photo,image148
what are the colours of the cups,"blue, purple, black, white",image97
what is on the ceiling,light,image789
what is the object on the floor left of the table,basket,image1156
how many chairs are there,3,image815
what is hung on the wall,basketball_hoop,image59
what is the black object,fireplace,image1307
what is on the wall,"whiteboard, light",image632
how many beds are there,2,image1135
what is behind the bed,curtain,image1006
what is before the window,blinds,image1398
what is in front of table,window,image596
what are the things on the table,"lamp, photo",image1347
what is on the right side of the picture,pen_cup,image390
how many bottles of water are on the night stand,1,image73
what is the object on the stool,television,image602
what are the things on the table,"notebook, decorative_bowl",image1288
what is the object on which the person is sitting,chair,image633
what is the largest object,bed,image1029
how many pillows are visible,1,image1299
what are the things found on the cabinet,"sink, bowl, plant, kitchen_utensils",image898
what is in front of the door,chair,image1079
how many lamp shades are found on the table,2,image1246
what is on the left side of the container,coffee_machine,image416
what is the light blue object in this picture,wall,image1149
what is the object on the floor in front of the counter,garbage_bag,image906
what is on the drawer table in between the beds,"lamp, picture",image1041
what is stuck on the wall,wall_decoration,image959
what is to the right of tv,shelves,image63
what is the object found next to the coffee machine,refridgerator,image896
what is found under the sink,towel,image664
what is in front of the window,sink,image808
what is to the left of the switchboards,door_way,image1366
what is in front of the carpet,chair,image1182
what is the object on the floor right of the chair,cabinet,image967
what is on the wall,"picture, framed_certificate",image610
what is the object attached close to the ceiling,projector,image19
what is on the left side of the cpu,plastic_box,image421
how many black speakers are there,2,image32
how many garbage bins are there on the floor,2,image571
what is on the bed,pillow,image927
what is the object behind the chair close to the wall,green_screen,image8
what is the object on the floor right of the chair,garbage_bin,image1058
what is near the floor mat,shelves,image316
what are the objects on the shelves,books,image107
how many white bottles are there,1,image780
what is placed on the chair,jacket,image148
what is to left of chair,air_conditioner,image589
what is on the right side,cabinet,image1165
what is in front of the machine,tea_kettle,image874
what is below the charger,books,image934
what is hanged on the wall,television,image1218
what is on the right side of the cupboard,machine,image881
what is the colour of the liquid,green,image776
what is on the wall,wall_decoration,image587
what is the object found on the centre table,bottle,image863
how many beds are there,2,image931
what is to left of the chair,sofa,image248
what is the object close to the chair,jacket,image23
what are the sheets pinned on the poster board,newspapers,image21
what is the object close to the wall below the window,heater,image590
what is stuck on the left side of the wall,light_switch,image663
what is on the left side of the sink and the faucet handle on the top of the cabinet,cutting_board,image860
what is the colour of window,red,image544
what is at the right side,television,image1223
what are the things on the table,"candlestick, toy",image1367
what is on the left side of the light,bookshelf,image383
what is on the bed,comforter,image1105
how many toys are on the bed,3,image280
what is on the floor,bag,image299
what is on the right side of the plug point,canister,image57
how many picture frames are there,2,image369
what is behind the telephone,pen_stand,image609
how many sinks are there,2,image833
what is the colour of the object near the bed,pink,image1184
what is the object on the floor close to the room divider,can,image492
what is the object close to the wall above the toaster,microwave,image752
what is the largest object,bed,image1141
what is the largest glassy object in this picture,window,image580
what color are the chairs around the table,blue,image327
what is to the left side,window,image1248
what is near the stove,hot_water_heater,image145
what is above the toilet,window,image508
how many drawers are there,4,image1389
what is the green and blue object in this picture,blanket,image532
what is found on right side of the chair,stool,image1119
what is on the right side of the rack,garbage_bin,image990
what is the colour of the machine,white,image16
what are the objects on the bed,"pillow, blanket",image65
what is on the table,clothes,image405
what is the largest object,refridgerator,image570
what is the largest object,table,image20
what is on the left side of the cup,monitor,image614
how many pillows are there,3,image1163
what are the objects found in front of the flour mixer,papers,image886
what is in front of the window,blinds,image971
what is object close to the wall,wall_decoration,image73
what is on the left side of the bottle of liquid,cream_tube,image654
what is the largest object,cabinet,image1159
what are the objects on the counter,"plate, spoon, knife, cup, bottle",image561
what is on the basketball,paper,image477
what is on the wall,"light, decorative_item, picture",image1392
what is beneath the table on the left side of the cpu,cables,image554
what is the object on the floor close to the cabinet,garbage_bin,image699
what are the objects close to the counter below the cabinet,"faucet, sink",image138
what is above toilet,tissue_roll,image705
what is near the bottle,pen_stand,image313
how many bags are kept on the floor,2,image975
what is on the left side of the towel,mirror,image675
what is behind the chair,window,image589
what is on the floor,rug,image1427
what is on the right side of the bottle of hand wash liquid,tissue_box,image665
what is the object close to the wall above the counter,blackboard,image121
what is on the table,bottle,image863
what is beneath the lamp,drawer,image1013
what is on the left side of the bed,chair,image989
what is the object on the floor close to the wall,cabinet,image1037
what is the colour of the flower vase stand,black,image748
how many shelves are on the wall,1,image10
what is in between the sofa,stool,image172
how many drawers are there,3,image1040
how many knobs are visible,6,image987
how many cupboard doors displayed,10,image777
what is on the table,"fruit, basket",image852
what is left of bath tub,toilet,image706
how many chairs are there,4,image880
what is the object close to the ceiling,light,image783
what is on the right side of the sink,"kitchen_utensils, basket",image573
what is behind the table,fireplace,image1225
what is found on the right side,bed,image1144
what is in front of the window,treadmill,image1082
how many machines,2,image16
what is the object close to the floor,bathtub,image737
what is the red object on the white wall behind the garbage bin,fire_extinguisher,image8
what is in front of the chair,sofa,image1229
how are the lights connected,wire,image6
what object is found on the top rack of the bookshelf,photo,image993
what is behind the tissue box,cup,image638
what is in front of basket,door,image539
how many lights are there on the ceiling,2,image1254
what is the largest object,bed,image1147
how many drawer knobs are there,2,image677
what are the objects on the sofa,"pillow, blanket, clothes",image607
how many pillows are found in the left bed,2,image1120
what is on the left side of the sofa,chessboard,image430
what is on the right side of the toilet,curtain,image667
how many pillows are there on the sofa,5,image1333
what is on the wall,framed_certificate,image1022
what is in front of the chair,stool,image404
what is found at the bottom left corner,bed,image1085
what is the object on the counter in the corner,television,image877
what is around the table,chair,image772
what is in front of the mantel,chair,image1448
what is the object close to the wall,wall_decoration,image536
how many cupboards to the right of the first window,3,image767
what is at the right side,mirror,image1058
what is in front of the container,paper,image872
what are around the table,chair,image1401
how many burners are there,5,image776
what is the blue object on the bed,blanket,image1172
what is present near the bed on its right,lamp,image1025
what is to the opposite of the sofa,table,image1234
what is kept on top of the desk,desk_mat,image1041
how many bottles are there,2,image48
what is around the table,chair,image805
how many knobs are there,9,image1053
what are stuck on the wall,photo,image1365
what is in front of the sofa,table,image1231
what is the object on the floor left of the bookshelf,stool,image109
what is the colour of the chair at the right of the sofa,blue,image1263
how many drawers are open,2,image1004
what are found on the sofa,"doll, pillow, clothes",image971
how many tables are there,2,image85
what is on the wall,picture,image1268
how many red colour sofas are there,2,image1309
what is at the opposite of the chair,sofa,image1230
what is on the sofa,books,image445
what is the object on the table in the corner,lamp,image1349
what is above laptop,shelves,image256
what is the colour of the sofa,brown,image486
what are the object close to the cabinet in front of the mirror,"sink, faucet",image743
what is in front of the stand with the bags,books,image91
what is on the left side of the curtains,blinds,image1234
what is above the bed,decorative_item,image933
what bottle is on the table,coke_bottle,image157
what is on the chair,bag,image587
what is on the left side of the picture,mirror,image1389
what is on the right side of the bed,door,image927
what is on the right side of the tissue box,"paper_holder, paper",image624
what is to the right of the wall decoration,toy_shelf,image1377
what color is the door,white,image485
what are stuck on the wall,photo,image1401
how many sofas are there,3,image35
how many red fire extinguisher are there on the white wall,1,image15
what is the number on the frame,2163,image476
how many black chairs are behind the coffee table,2,image248
what is on the wooden wall,picture,image478
what is on the refrigerator,magnet,image831
what is on the table,computer,image438
what are the objects on the floor near the bed,"bag, book, paper",image1136
what is to the left of the chair,window,image360
what is to the right of the stairs,sofa,image352
what is next by the first towel,toothpaste,image735
what is the color of the cupboard that is close to the garbage bin,gray,image12
what is found at the bottom left corner,sofa,image1204
how many pictures are above the dark brown couch on the right side of the bookshelf,2,image51
what is the largest object,television,image597
what is at the opposite of the fireplace,coffee_table,image1208
what is in front of the wall decoration,table,image1376
what is the object in the shelf,shoe,image72
what is the object on which cd player is kept,television,image981
what are the objects stuck on the wall,photo,image913
how many sinks are close to the counter,2,image833
what is the light green colour object found in the kitchen utensils,cutting_board,image868
how many drawer handles are there,10,image687
what is on the left side of the printer,mirror,image529
what is on the table,"cup, glass_pot, decorative_plate",image1423
how many chairs are there,8,image1229
what is on the right side of the door,bookshelf,image993
how many chairs are there,8,image828
what are found near the wash basin,"bottle_of_hand_wash_liquid, towel, soap",image771
what is the largest object,table,image1443
what is on the table to the right of the shelf,television,image936
what is the object behind the see through room divider,sofa,image22
what is on the wall,light,image1027
what is to the left of the cpu,plastic_box,image421
what object is found to the left of the tea kettle,refridgerator,image875
what is below the chair,bag,image393
what is in the right bottom,chair,image1429
what is on the right side of the paper,bread,image860
what is to the left of the chair,garbage_bin,image473
what is the object on the shelf,photo,image1167
what is the object found behind the tissue box,alarm_clock,image672
what is the colour of the shoes the girl wearing,pink,image634
what is the largest object,refridgerator,image804
how many handles seen on the cabinet,5,image1082
what is the other objects,"table, chair",image310
what is the largest object,refridgerator,image843
what is the object close to the wall,wall_decoration,image148
what is present on top of the bed in the wall,window,image1014
what is the largest object,stove,image141
what is on the left side of the bag,"flower, case",image1384
what is above the sofa,light_bulb,image241
what is in the shelf,bottle,image577
what is the object close to the wall above the sink,window,image561
what is above the table,light_bulb,image275
what is found behind the faucet,vase,image903
what is in the laundry basket,clothes,image543
what is to the left of the computer,machine,image611
how many faucet handles are there,2,image839
what is on the right side of the tap,ornamental_plant,image818
what is on the right side of the table,chair,image586
what is the object on the counter,coffee_machine,image872
how many drawer knobs are visible,9,image1053
what is to the right of the screen,computer,image20
what is on the drawer table,"toy_doll, picture",image1055
what are the objects on the wooden board,"bottle, towel",image865
what are the things on the right side cabinet,"alarm_clock, tissue_box",image1074
what is on the right side of the black object on the table,flower,image1211
what are the objects on the table,"laptop, mouse, books, paper",image83
what is to the left of the printer,paper_tray,image614
what is the colour of the ball on the cage,red,image1300
what is on the right side of the table,lamp,image599
what is on the left side of the sink,stand,image885
what is at the right side,table,image1387
what is in front of the shelf,cap_stand,image328
what is the colour of the chair,brown,image1152
what is in front of the lamp,picture,image1235
what are on the table,"paper, plastic_bowl, remote_control",image792
what is on the wall apart from the shelves,picture,image1127
how many empty racks are there,6,image767
what is right of door,shelves,image549
how many monitors are there,3,image7
what object is found on the right side of the window,cabinet,image1148
what color is the soft toy on the floor on the left side of the bed,"brown, white",image1035
what is on the right side of the printer,bottle_of_liquid,image395
what is on the left side of the table,door,image579
what is on the right side of the stove,container,image892
how many monitors are there on the table,2,image32
how many pillows are there on the bed,5,image1094
what is behind the red cloth,clothes,image1243
how many short chairs are there,2,image1385
what color are the pencil holders on the table on the right side of the room,green,image318
what is the largest object on the table,monitor,image552
how many chair are,2,image264
what is in between the beds,night_stand,image1186
what is the object close to the counter,stove,image844
what is behind the television,shelves,image582
what is on the chair,bag,image810
how many knobs are visible,4,image686
what is above the show piece rack,ornamental_plant,image1371
what is on the left side of the stool,lamp,image537
what is the largest object,table,image1433
what is above blackboard,air_conditioner,image271
what is attached on the storage rack,drawer_knob,image1047
what is the object on the blanket,clothes,image953
what is to the right of the rack on the wall,light_switch,image1293
what is beneath the shelf,washing_machine,image492
what is at the right bottom corner,chair,image1395
what is on the table,books,image932
what is to the left of the cabinet,door_way,image1369
what is near the sofa in the left,garbage_bin,image632
what is below the toilet,toilet_brush,image500
what is on the table,stove,image854
what is behind the monitor,telephone,image613
what is on the righ side chair,"clothes, bag",image832
what are the objects stuck on the wall which is on the left side of sink,"photo, light_switch",image682
what is the black and white object on the top right of the brown board,clock,image23
what is the object on the counter left of the hot water heater,toaster,image780
how many side chairs are on the right side of the dining table in front of the window,4,image1404
what is the largest object,table,image54
what is behind the left of the sofa,game_table,image1239
what is in the spice stand,spice_bottle,image128
what is above bathtub,back_scrubber,image513
what object is below the light,"chair, table",image1292
what is the object close to the wall,picture,image900
how many tooth brushes are there,3,image49
how many beds are there,2,image1020
what is the largest object,bathtub,image669
what is on the left side of the sofa,table,image1444
what are the things on the cabinet,"toy, photo, books",image1323
what is the colour of the refridgerator,black,image797
what are the objects are on the bed,"pillow, blanket",image1131
what is on the right side,door,image1109
what are the colours in the carpet,"yellow, blue",image45
what is at the corner of the shelf,bookshelf,image450
what is behind the chair,curtain,image382
how many drawers are there,5,image1148
what is the object on the floor left of the wall,sofa,image1082
how many drawer knobs found,5,image671
what is in front of the sofa,box,image486
how many chairs are there,2,image806
what is to the left of the shelf,shower_curtain,image648
what is found on the top of the black coloured cupboards,stove,image905
what is behind the sofa,shelves,image245
what is the black object on the right side of the flipped table,chair,image28
what is on the middle of the shelf,globe,image481
what is on the table,"paper, book, pen_cup",image888
what is in between the chair and the bed,garbage_bin,image928
what is the colour of the bathtub,white,image668
what is the colour of the chair,red,image213
what is behind the table,plastic_tray,image342
what is in front of the bottle of liquid,pepper_shaker,image835
how many laptops are there,1,image146
what is to the right of the window,cabinet,image1350
what are the objects close to the wall,"exit_sign, poster_board, fire_alarm",image35
what color is the lamp shade on the night stand on the left side of the bed,brown,image76
what is to the left of the bed,night_stand,image941
what is on the shelf,books,image582
what is the object on the floor in front the cabinet,basket,image543
